n,avg_time
10,0.0000008440
20,0.0000010824
30,0.0000013781
40,0.0000018907
50,0.0000021076
60,0.0000024700
70,0.0000029445
80,0.0000032806
90,0.0000037217
100,0.0000040269
110,0.0000043774
120,0.0000048828
130,0.0000051761
140,0.0000056005
150,0.0000058651
160,0.0000060964
170,0.0000064301
180,0.0000070310
190,0.0000071979
200,0.0000076866
210,0.0000079727
220,0.0000082731
230,0.0000087118
240,0.0000085306
250,0.0000090289
260,0.0000096440
270,0.0000098133
280,0.0000107622
290,0.0000106859
300,0.0000107622
310,0.0000110245
320,0.0000114965
330,0.0000117087
340,0.0000135708
350,0.0000125742
360,0.0000124288
370,0.0000128984
380,0.0000130677
390,0.0000134516
400,0.0000137854
410,0.0000144911
420,0.0000149012
430,0.0000150228
440,0.0000172782
450,0.0000183010
460,0.0000169683
470,0.0000167394
480,0.0000194240
490,0.0000197268
500,0.0000201201
510,0.0000191808
520,0.0000188947
530,0.0000183845
540,0.0000191164
550,0.0000210357
560,0.0000216174
570,0.0000198603
580,0.0000206518
590,0.0000209117
600,0.0000211430
610,0.0000210595
620,0.0000216985
630,0.0000223899
640,0.0000230813
650,0.0000247645
660,0.0000242519
670,0.0000232625
680,0.0000239396
690,0.0000255847
700,0.0000256896
710,0.0000248408
720,0.0000252080
730,0.0000254202
740,0.0000259900
750,0.0000261807
760,0.0000264215
770,0.0000285959
780,0.0000292373
790,0.0000273943
800,0.0000282860
810,0.0000278091
820,0.0000332808
830,0.0000287247
840,0.0000313973
850,0.0000292277
860,0.0000296140
870,0.0000315022
880,0.0000305438
890,0.0000304174
900,0.0000313640
910,0.0000334668
920,0.0000362039
930,0.0000371957
940,0.0000386977
950,0.0000349760
960,0.0000329876
970,0.0000334740
980,0.0000390863
990,0.0000341344
1000,0.0000365138
1010,0.0000356483
1020,0.0000352669
1030,0.0000411701
1040,0.0000363159
1050,0.0000383711
1060,0.0000365138
1070,0.0000375628
1080,0.0000396395
1090,0.0000427318
1100,0.0000444007
1110,0.0000441647
1120,0.0000466514
1130,0.0000428462
1140,0.0000391388
1150,0.0000435734
1160,0.0000406718
1170,0.0000405121
1180,0.0000430036
1190,0.0000415206
1200,0.0000416398
1210,0.0000463581
1220,0.0000451064
1230,0.0000424576
1240,0.0000482702
1250,0.0000511217
1260,0.0000478148
1270,0.0000468946
1280,0.0000447488
1290,0.0000443435
1300,0.0000449204
1310,0.0000453424
1320,0.0000457907
1330,0.0000479794
1340,0.0000462508
1350,0.0000465918
1360,0.0000502825
1370,0.0000562024
1380,0.0000520444
1390,0.0000531292
1400,0.0000480819
1410,0.0000511336
1420,0.0000551462
1430,0.0000583005
1440,0.0000578022
1450,0.0000578237
1460,0.0000586104
1470,0.0000518441
1480,0.0000509953
1490,0.0000538921
1500,0.0000519800
1510,0.0000521040
1520,0.0000543141
1530,0.0000528336
1540,0.0000585508
1550,0.0000533772
1560,0.0000548267
1570,0.0000560856
1580,0.0000556278
1590,0.0000542355
1600,0.0000580335
1610,0.0000556684
1620,0.0000566530
1630,0.0000617623
1640,0.0000661683
1650,0.0000677657
1660,0.0000588131
1670,0.0000595498
1680,0.0000590134
1690,0.0000600600
1700,0.0000620055
1710,0.0000603724
1720,0.0000633025
1730,0.0000599813
1740,0.0000622892
1750,0.0000640464
1760,0.0000631833
1770,0.0000623178
1780,0.0000698876
1790,0.0000617790
1800,0.0000647759
1810,0.0000656676
1820,0.0000634861
1830,0.0000667572
1840,0.0000742960
1850,0.0000744414
1860,0.0000764275
1870,0.0000695205
1880,0.0000667167
1890,0.0000652909
1900,0.0000725484
1910,0.0000759554
1920,0.0000759220
1930,0.0000669217
1940,0.0000700927
1950,0.0000677824
1960,0.0000708437
1970,0.0000710297
1980,0.0000719094
1990,0.0000738955
2000,0.0000731611
2010,0.0000722504
2020,0.0000755692
2030,0.0000713158
2040,0.0000730181
2050,0.0000745797
2060,0.0000732160
2070,0.0000730443
2080,0.0000732827
2090,0.0000756311
2100,0.0000742960
2110,0.0000806117
2120,0.0000859427
2130,0.0000757408
2140,0.0000774622
2150,0.0000763917
2160,0.0000774550
2170,0.0000750637
2180,0.0000766587
2190,0.0000766325
2200,0.0000776172
2210,0.0000781965
2220,0.0000763845
2230,0.0000863123
2240,0.0000901127
2250,0.0000921440
2260,0.0000783110
2270,0.0000816751
2280,0.0000792646
2290,0.0000825524
2300,0.0000796819
2310,0.0000842857
2320,0.0000818753
2330,0.0000853777
2340,0.0000840712
2350,0.0000865555
2360,0.0000871944
2370,0.0000970674
2380,0.0000848341
2390,0.0000850391
2400,0.0000862050
2410,0.0000842857
2420,0.0000889730
2430,0.0000856066
2440,0.0000907779
2450,0.0000873590
2460,0.0000873876
2470,0.0000899601
2480,0.0000858521
2490,0.0000893950
2500,0.0000916529
2510,0.0000883412
2520,0.0000912976
2530,0.0001021934
2540,0.0001040816
2550,0.0000904751
2560,0.0000980759
2570,0.0001062751
2580,0.0000909281
2590,0.0000936103
2600,0.0000927711
2610,0.0000933719
2620,0.0000928617
2630,0.0000967002
2640,0.0000933552
2650,0.0000944257
2660,0.0000975466
2670,0.0000954580
2680,0.0000960684
2690,0.0001084948
2700,0.0001141214
2710,0.0000950670
2720,0.0001005197
2730,0.0000959229
2740,0.0000982118
2750,0.0001003218
2760,0.0000965691
2770,0.0001009583
2780,0.0000997162
2790,0.0001003742
2800,0.0001107478
2810,0.0001065564
2820,0.0001019955
2830,0.0001014519
2840,0.0001041365
2850,0.0001006150
2860,0.0001116514
2870,0.0001178551
2880,0.0001108170
2890,0.0001031971
2900,0.0001068473
2910,0.0001018763
2920,0.0001050282
2930,0.0001059628
2940,0.0001164746
2950,0.0001149654
2960,0.0001034522
2970,0.0001086187
2980,0.0001045012
2990,0.0001078534
3000,0.0001070118
3010,0.0001061487
3020,0.0001091099
3030,0.0001081157
3040,0.0001230001
3050,0.0001248574
3060,0.0001100087
3070,0.0001084304
3080,0.0001116085
3090,0.0001084185
3100,0.0001137877
3110,0.0001284909
3120,0.0001266193
3130,0.0001267099
3140,0.0001124358
3150,0.0001167965
3160,0.0001143932
3170,0.0001312590
3180,0.0001236200
3190,0.0001321769
3200,0.0001282382
3210,0.0001152587
3220,0.0001166844
3230,0.0001186657
3240,0.0001193118
3250,0.0001190639
3260,0.0001202178
3270,0.0001141548
3280,0.0001152492
3290,0.0001172495
3300,0.0001213622
3310,0.0001214385
3320,0.0001212454
3330,0.0001195312
3340,0.0001209569
3350,0.0001183343
3360,0.0001286268
3370,0.0001383257
3380,0.0001202822
3390,0.0001270652
3400,0.0001242423
3410,0.0001259685
3420,0.0001212144
3430,0.0001233673
3440,0.0001199675
3450,0.0001406956
3460,0.0001385188
3470,0.0001243806
3480,0.0001265287
3490,0.0001267767
3500,0.0001277065
3510,0.0001437783
3520,0.0001301956
3530,0.0001261258
3540,0.0001251650
3550,0.0001287222
3560,0.0001288724
3570,0.0001312184
3580,0.0001423597
3590,0.0001423311
3600,0.0001323223
3610,0.0001325250
3620,0.0001331735
3630,0.0001305032
3640,0.0001314807
3650,0.0001319361
3660,0.0001346254
3670,0.0001357150
3680,0.0001354551
3690,0.0001334739
3700,0.0001351237
3710,0.0001481175
3720,0.0001427555
3730,0.0001534343
3740,0.0001324272
3750,0.0001342678
3760,0.0001393437
3770,0.0001374626
3780,0.0001363397
3790,0.0001371098
3800,0.0001387572
3810,0.0001366210
3820,0.0001388669
3830,0.0001398468
3840,0.0001393127
3850,0.0001357412
3860,0.0001401544
3870,0.0001597881
3880,0.0001447964
3890,0.0001426864
3900,0.0001412416
3910,0.0001423860
3920,0.0001421690
3930,0.0001420927
3940,0.0001422930
3950,0.0001648116
3960,0.0001442337
3970,0.0001438594
3980,0.0001406837
3990,0.0001574683
4000,0.0001616836
4010,0.0001427388
4020,0.0001466560
4030,0.0001569438
4040,0.0001691914
4050,0.0001577830
4060,0.0001486611
4070,0.0001483107
4080,0.0001500607
4090,0.0001604104
4100,0.0001622057
4110,0.0001495814
4120,0.0001513147
4130,0.0001517177
4140,0.0001482058
4150,0.0001512599
4160,0.0001490188
4170,0.0001470828
4180,0.0001524258
4190,0.0001714683
4200,0.0001725125
4210,0.0001577353
4220,0.0001521683
4230,0.0001542830
4240,0.0001521540
4250,0.0001527381
4260,0.0001546907
4270,0.0001528502
4280,0.0001636887
4290,0.0001769114
4300,0.0001564741
4310,0.0001586485
4320,0.0001561666
4330,0.0001620364
4340,0.0001713109
4350,0.0001577640
4360,0.0001592302
4370,0.0001609778
4380,0.0001684237
4390,0.0001845789
4400,0.0001560569
4410,0.0001708627
4420,0.0001814866
4430,0.0001591158
4440,0.0001623654
4450,0.0001628447
4460,0.0001626134
4470,0.0001582837
4480,0.0001633883
4490,0.0001608062
4500,0.0001638484
4510,0.0001851439
4520,0.0001901150
4530,0.0001651907
4540,0.0001695466
4550,0.0001750660
4560,0.0001660252
4570,0.0001673365
4580,0.0001630783
4590,0.0001775312
4600,0.0001863217
4610,0.0001652193
4620,0.0001706505
4630,0.0001664686
4640,0.0001681757
4650,0.0001714373
4660,0.0001714611
4670,0.0001884723
4680,0.0001678562
4690,0.0001898980
4700,0.0001684570
4710,0.0001734376
4720,0.0001709318
4730,0.0001741934
4740,0.0001723123
4750,0.0001738477
4760,0.0001725936
4770,0.0001757240
4780,0.0001737857
4790,0.0002021885
4800,0.0001726151
4810,0.0001975489
4820,0.0001779103
4830,0.0001760864
4840,0.0001762486
4850,0.0001791334
4860,0.0001721382
4870,0.0001778221
4880,0.0001869941
4890,0.0001974583
4900,0.0001759744
4910,0.0001819158
4920,0.0001795340
4930,0.0001820803
4940,0.0001800489
4950,0.0001824808
4960,0.0001808214
4970,0.0001792169
4980,0.0001998115
4990,0.0001918721
5000,0.0002043748
5010,0.0001866698
5020,0.0001869583
5030,0.0001879740
5040,0.0001804900
5050,0.0001832771
5060,0.0001797080
5070,0.0001849008
5080,0.0001838064
5090,0.0001848364
5100,0.0001896834
5110,0.0001919770
5120,0.0001976085
5130,0.0001852393
5140,0.0001845288
5150,0.0001904511
5160,0.0001900101
5170,0.0001887417
5180,0.0001909947
5190,0.0001914692
5200,0.0001918030
5210,0.0001908302
5220,0.0001892638
5230,0.0001894045
5240,0.0001862645
5250,0.0001922727
5260,0.0001892686
5270,0.0002072906
5280,0.0002214313
5290,0.0002246952
5300,0.0001909637
5310,0.0001964450
5320,0.0001957250
5330,0.0002028251
5340,0.0002151704
5350,0.0002164292
5360,0.0002099514
5370,0.0001942325
5380,0.0001989031
5390,0.0001976514
5400,0.0001989579
5410,0.0001993203
5420,0.0001965642
5430,0.0002003837
5440,0.0002013493
5450,0.0002167106
5460,0.0002007723
5470,0.0001960063
5480,0.0002005959
5490,0.0002017736
5500,0.0002153754
5510,0.0002210355
5520,0.0002034688
5530,0.0002246189
5540,0.0002006435
5550,0.0001997995
5560,0.0002108717
5570,0.0002209973
5580,0.0002182174
5590,0.0002024770
5600,0.0002068377
5610,0.0002056670
5620,0.0002202296
5630,0.0002229095
5640,0.0002079320
5650,0.0002061009
5660,0.0002014160
5670,0.0002368474
5680,0.0002218127
5690,0.0002082634
5700,0.0002080774
5710,0.0002108407
5720,0.0002167320
5730,0.0002372050
5740,0.0002222896
5750,0.0002161074
5760,0.0002121401
5770,0.0002108884
5780,0.0002247119
5790,0.0002341676
5800,0.0002113533
5810,0.0002109933
5820,0.0002344084
5830,0.0002174997
5840,0.0002211499
5850,0.0002405167
5860,0.0002150941
5870,0.0002192569
5880,0.0002342486
5890,0.0002158070
5900,0.0002149963
5910,0.0002177334
5920,0.0002190328
5930,0.0002220631
5940,0.0002173328
5950,0.0002184963
5960,0.0002211356
5970,0.0002203703
5980,0.0002331018
5990,0.0002396345
6000,0.0002378654
6010,0.0002148104
6020,0.0002216101
6030,0.0002232838
6040,0.0002222896
6050,0.0002567506
6060,0.0002220130
6070,0.0002236795
6080,0.0002342296
6090,0.0002283096
6100,0.0002247453
6110,0.0002273488
6120,0.0002251768
6130,0.0002492404
6140,0.0002261305
6150,0.0002275491
6160,0.0002261209
6170,0.0002260494
6180,0.0002458143
6190,0.0002531314
6200,0.0002325702
6210,0.0002454281
6220,0.0002295089
6230,0.0002314448
6240,0.0002440214
6250,0.0002446032
6260,0.0002297020
6270,0.0002338290
6280,0.0002619982
6290,0.0002420068
6300,0.0002291059
6310,0.0002328467
6320,0.0002339387
6330,0.0002581859
6340,0.0002397203
6350,0.0002303314
6360,0.0002348256
6370,0.0002286887
6380,0.0002417493
6390,0.0002467871
6400,0.0002391815
6410,0.0002365828
6420,0.0002644563
6430,0.0002416015
6440,0.0002398062
6450,0.0002533937
6460,0.0002326608
6470,0.0002336335
6480,0.0002310467
6490,0.0002685690
6500,0.0002332783
6510,0.0002438569
6520,0.0002583051
6530,0.0002434254
6540,0.0002411509
6550,0.0002416730
6560,0.0002610350
6570,0.0002546692
6580,0.0002586508
6590,0.0002449036
6600,0.0002515006
6610,0.0002475643
6620,0.0002442551
6630,0.0002467132
6640,0.0002431750
6650,0.0002687812
6660,0.0002477360
6670,0.0002444077
6680,0.0002473378
6690,0.0002386069
6700,0.0002691913
6710,0.0002463722
6720,0.0002691770
6730,0.0002850080
6740,0.0002811217
6750,0.0002636242
6760,0.0002695203
6770,0.0002490449
6780,0.0002595615
6790,0.0002733707
6800,0.0002496028
6810,0.0002512622
6820,0.0002516437
6830,0.0002786160
6840,0.0002511692
6850,0.0002560711
6860,0.0002517366
6870,0.0002548957
6880,0.0002692747
6890,0.0002657557
6900,0.0002764654
6910,0.0002556109
6920,0.0002540922
6930,0.0002774811
6940,0.0002677178
6950,0.0002572775
6960,0.0002797866
6970,0.0002588391
6980,0.0002895236
6990,0.0002566123
7000,0.0002557826
7010,0.0002823853
7020,0.0002548289
7030,0.0002612305
7040,0.0002892423
7050,0.0002601218
7060,0.0002626014
7070,0.0002586555
7080,0.0002587605
7090,0.0002744842
7100,0.0002581716
7110,0.0002604628
7120,0.0002641034
7130,0.0002632642
7140,0.0002846074
7150,0.0002921557
7160,0.0002631116
7170,0.0002667785
7180,0.0002650499
7190,0.0002678490
7200,0.0002664113
7210,0.0002671957
7220,0.0002655506
7230,0.0002650261
7240,0.0002987719
7250,0.0002700043
7260,0.0002692246
7270,0.0002898407
7280,0.0002665496
7290,0.0002663040
7300,0.0002707219
7310,0.0002716589
7320,0.0002746439
7330,0.0002703547
7340,0.0002757859
7350,0.0003047419
7360,0.0002746606
7370,0.0002724433
7380,0.0002765632
7390,0.0002730846
7400,0.0002753019
7410,0.0002862215
7420,0.0002771354
7430,0.0002783418
7440,0.0003139567
7450,0.0002907133
7460,0.0002746010
7470,0.0002805829
7480,0.0002775121
7490,0.0002762270
7500,0.0002778697
7510,0.0002766228
7520,0.0002771854
7530,0.0002800608
7540,0.0002787542
7550,0.0002990222
7560,0.0003012061
7570,0.0002917695
7580,0.0002831697
7590,0.0003020716
7600,0.0002832389
7610,0.0003057337
7620,0.0002840257
7630,0.0002841711
7640,0.0002821040
7650,0.0002835083
7660,0.0002824545
7670,0.0002840400
7680,0.0002949834
7690,0.0002905822
7700,0.0002850318
7710,0.0003045321
7720,0.0002960491
7730,0.0002920914
7740,0.0002988148
7750,0.0002887797
7760,0.0002942109
7770,0.0002960587
7780,0.0002855062
7790,0.0003035569
7800,0.0002898932
7810,0.0002921915
7820,0.0002906871
7830,0.0002940774
7840,0.0003188562
7850,0.0002923417
7860,0.0002923775
7870,0.0002872181
7880,0.0002926230
7890,0.0003144741
7900,0.0002912307
7910,0.0002971363
7920,0.0002940941
7930,0.0002950883
7940,0.0003324676
7950,0.0003426957
7960,0.0003043079
7970,0.0003213072
7980,0.0002993131
7990,0.0003296065
8000,0.0003011847
8010,0.0003131866
8020,0.0003016043
8030,0.0002997303
8040,0.0002998066
8050,0.0003000736
8060,0.0003293562
8070,0.0003219008
8080,0.0002996349
8090,0.0003018594
8100,0.0002999640
8110,0.0003296590
8120,0.0003042936
8130,0.0003003931
8140,0.0003026366
8150,0.0002991605
8160,0.0003073716
8170,0.0003140736
8180,0.0003095698
8190,0.0003085089
8200,0.0003105354
8210,0.0003141332
8220,0.0003283930
8230,0.0003300929
8240,0.0003093362
8250,0.0003068829
8260,0.0003079581
8270,0.0003076577
8280,0.0003076720
8290,0.0003330994
8300,0.0003106904
8310,0.0003092790
8320,0.0003185487
8330,0.0003128314
8340,0.0003131866
8350,0.0003117394
8360,0.0003256083
8370,0.0003303528
8380,0.0003159785
8390,0.0003423190
8400,0.0003125000
8410,0.0003156829
8420,0.0003117728
8430,0.0003103447
8440,0.0003171349
8450,0.0003055692
8460,0.0003142333
8470,0.0003138375
8480,0.0003155494
8490,0.0003171420
8500,0.0003397369
8510,0.0003580689
8520,0.0003168321
8530,0.0003201151
8540,0.0003331590
8550,0.0003227997
8560,0.0003142715
8570,0.0003187513
8580,0.0003323150
8590,0.0003288150
8600,0.0003215671
8610,0.0003463173
8620,0.0003410125
8630,0.0003264689
8640,0.0003247333
8650,0.0003240299
8660,0.0003227639
8670,0.0003231835
8680,0.0003258157
8690,0.0003269148
8700,0.0003402114
8710,0.0003265357
8720,0.0003654933
8730,0.0003317761
8740,0.0003265500
8750,0.0003314114
8760,0.0003271461
8770,0.0003290558
8780,0.0003305626
8790,0.0003280115
8800,0.0003295183
8810,0.0003294969
8820,0.0003597856
8830,0.0003318739
8840,0.0003302789
8850,0.0003354383
8860,0.0003285742
8870,0.0003330564
8880,0.0003283024
8890,0.0003339052
8900,0.0003543329
8910,0.0003319764
8920,0.0003385234
8930,0.0003467011
8940,0.0003426290
8950,0.0003302789
8960,0.0003367329
8970,0.0003362012
8980,0.0003519917
8990,0.0003736877
9000,0.0003348899
9010,0.0003426313
9020,0.0003650713
9030,0.0003349137
9040,0.0003395295
9050,0.0003404307
9060,0.0003409314
9070,0.0003423953
9080,0.0003372478
9090,0.0003401232
9100,0.0003705549
9110,0.0003444147
9120,0.0003497982
9130,0.0003584218
9140,0.0003415728
9150,0.0003409553
9160,0.0003416371
9170,0.0003387976
9180,0.0003434324
9190,0.0003477788
9200,0.0003759027
9210,0.0003453922
9220,0.0003693295
9230,0.0003498340
9240,0.0003455710
9250,0.0003465652
9260,0.0003499627
9270,0.0003396845
9280,0.0003494239
9290,0.0003463078
9300,0.0003508306
9310,0.0003487754
9320,0.0003616214
9330,0.0003852248
9340,0.0003528023
9350,0.0003515124
9360,0.0003524423
9370,0.0003471637
9380,0.0003546166
9390,0.0003499103
9400,0.0003827047
9410,0.0003493476
9420,0.0003804517
9430,0.0003528118
9440,0.0003555059
9450,0.0003474879
9460,0.0003535891
9470,0.0003560233
9480,0.0003581476
9490,0.0003491640
9500,0.0003649902
9510,0.0003720832
9520,0.0004019403
9530,0.0003591299
9540,0.0003581619
9550,0.0003632927
9560,0.0003596139
9570,0.0003581285
9580,0.0003617930
9590,0.0003654408
9600,0.0003589153
9610,0.0003789616
9620,0.0003713584
9630,0.0003606009
9640,0.0003593779
9650,0.0003653049
9660,0.0003605723
9670,0.0003659463
9680,0.0003633237
9690,0.0003746152
9700,0.0003631663
9710,0.0003972483
9720,0.0003644896
9730,0.0003678989
9740,0.0003650546
9750,0.0003676820
9760,0.0003671908
9770,0.0003674221
9780,0.0003840899
9790,0.0003708076
9800,0.0003936720
9810,0.0003736329
9820,0.0003713679
9830,0.0003734040
9840,0.0003699923
9850,0.0003733420
9860,0.0003686595
9870,0.0003889656
9880,0.0003730321
9890,0.0003787661
9900,0.0003709269
9910,0.0004186893
9920,0.0004149270
9930,0.0003822374
9940,0.0003753495
9950,0.0003699899
9960,0.0003748250
9970,0.0003735781
9980,0.0003829670
9990,0.0003987789
10000,0.0003767180
10010,0.0003798294
10020,0.0003750587
10030,0.0003797722
10040,0.0003763914
10050,0.0003871560
10060,0.0003946280
10070,0.0003797603
10080,0.0004061818
10090,0.0004007936
10100,0.0003770638
10110,0.0003740907
10120,0.0003764701
10130,0.0003816843
10140,0.0003892994
10150,0.0003932261
10160,0.0003814363
10170,0.0003814268
10180,0.0003825736
10190,0.0003907967
10200,0.0003885221
10210,0.0003845954
10220,0.0003866935
10230,0.0003991103
10240,0.0003998423
10250,0.0003871799
10260,0.0004058647
10270,0.0003851652
10280,0.0003886485
